Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
ZFR	58.457	95.302	54.54	67.762	45.856	29.815	56.075	103.53	137.78	114.7	147.5	75.372	48.403	93.844
ZFR2	1.2185	0.88002	1.1141	1.5056	0.36727	0.70193	0.92067	2.4173	2.1011	1.8848	2.7378	1.2181	1.9052	1.3259
ZFX	25.491	5.4161	18.438	18.443	10.518	11.084	18.001	71.526	9.1881	51.414	60.544	23.784	20.982	47.683
ZFX-AS1	0	0	0	0.017247	0	0	0	0	0	0	0.2999	0	0	0
ZFY	2.315	0	3.4972	12.69	0	1.2731	0	9.0045	0	29.2	60.965	0	8.7444	0
ZFYVE1	3.4009	45.305	6.535	16.954	23.312	11.04	10.924	20.242	47.669	43.008	80.563	56.17	52.225	46.158
ZFYVE16	14.405	0.74248	2.4666	2.4178	5.852	12.395	11.89	62.995	1.7884	14.956	15.439	16.387	37.619	57.28
ZFYVE19	3.5024	9.1476	38.712	24.88	6.882	5.5195	0	22.235	25.289	172.66	104.39	22.825	22.726	0
ZFYVE20	18.087	11.575	15.575	13.855	14.351	4.1785	13.683	46.135	17.288	42.102	38.418	26.691	10.271	30.615
ZFYVE21	37.993	83.216	26.689	27.18	208.48	54.684	31.759	192.94	83.788	156.02	128.3	289.19	116.41	176.82
ZFYVE26	8.2626	4.3176	6.3964	6.2888	0.85999	8.9412	1.0145	24.689	11.975	28.857	28.083	2.2183	36.585	4.8932
ZFYVE27	31.219	0.35125	64.56	57.565	42.808	6.3145	41.463	111.01	0.99348	199.47	194.15	75.898	23.989	186.69
ZFYVE28	10.231	0	17.599	20.027	2.3564	0.23585	5.7044	69.605	0	57.916	74.068	6.8534	1.672	25.021
ZFYVE9	1.0318	15.251	1.5589	1.0815	15.01	0.043049	0	8.1248	21.589	10.908	10.681	42.618	0.2816	0
ZG16	3.5355	0.15375	3.5856	4.3918	1.7346	0.89707	2.7824	10.325	0.43487	7.9634	15.911	5.7529	2.405	8.8787
ZG16B	0	0	0.43844	0.012335	0	18.763	0	0	0	5.6319	0.2986	0	101.91	0
ZGLP1	0.13225	0	1.98	2.4782	7.2073	4.8297	0	1.0414	0	18.362	20.654	23.904	26.667	0
ZGPAT	30.328	98.096	59.943	79.171	308.86	30.659	1.2507	84.306	143.34	191.55	239.18	353.4	96.468	6.9635
ZHX1	8.7814	7.0011	8.1807	18	33.071	18.058	23.072	48.063	11.239	47.945	78.276	57.762	49.788	80.521
ZHX1-C8ORF76	5.0288	0	0.17806	2.5797	0	1.2152	0	25.241	0	1.6189	22.111	0	7.7227	0
ZHX2	40.784	24.073	20.281	20.429	17.777	0.18243	27.242	107.75	32.977	81.222	80.489	41.074	1.5608	100.75
ZHX3	1.9454	3.2426	7.1952	4.8611	9.1819	2.2637	2.1804	2.3459	4.6369	27.537	16.999	11.954	6.2319	2.5537
ZIC1	0	2.9711	0.30066	0.068769	0	0	0.018065	0	8.4036	3.611	1.2461	0	0	0.10058
ZIC2	0.24775	0	0.0092121	0.01454	0	0	0	1.9508	0	0.11833	0.26308	0	0	0
ZIC3	0	0	0.04491	0.045869	0	0.002805	0	0	0	0.57687	1.1104	0	0.0254	0
ZIC4	0	0	0.020546	0.092894	0	0	0	0	0	0.26391	1.5967	0	0	0
ZIC5	0.047901	0	0.041454	0.086784	0	0	0	0.37717	0	0.53249	1.0305	0	0	0
ZIK1	9.6071	8.4771	4.6516	7.3662	0	0.0020732	0	73.506	23.977	42.568	62.082	0	0.018774	0
ZIM2	0	0	0	1.331	0	0	0	0	0	0	20.162	0	0	0
ZIM3	1.2828	0.41375	2.0103	2.7777	0.70273	1.5926	1.2326	2.5651	0.5851	5.0523	7.4082	2.3307	6.2068	2.4013
ZKSCAN1	36.597	20.262	31.923	41.621	25.526	17.552	88.705	91.118	16.311	84.017	114.41	32.652	46.422	182.42
ZKSCAN2	0.44255	0	0.97758	1.1396	0	1.4305	0	2.7922	0	7.9677	14.371	0	9.1578	0
ZKSCAN3	33.711	12.664	40.231	47.656	24.766	17.009	92.021	29.15	12.409	67.006	62.493	18.393	17.241	170.27
ZKSCAN4	10.853	19.004	5.7983	9.0711	0	4.4004	0	62.422	36.51	68.346	77.258	0	20.891	0
ZKSCAN5	15.357	11.549	1.026	4.4226	1.1773	1.7935	0	63.433	24.98	10.112	31.352	3.9047	8.604	0
ZKSCAN7	8.2881	5.9851	11.752	16.139	6.9928	3.6979	11.243	14.742	8.8023	24.243	46.877	10.713	6.4398	13.018
ZKSCAN8	26.19	0.85501	20.951	29.034	45.345	7.0756	54.884	96.438	1.4817	90.155	89.421	77.433	25.291	131.84
ZMAT1	19.612	0	23.48	13.145	0	7.5391	12.369	61.726	0	70.967	60.612	0	32.844	38.94
ZMAT2	35.571	16.467	51.036	70.579	19.17	28.937	80.851	155.68	27.803	151.81	208.39	63.579	71.473	174.51
ZMAT3	6.929	2.7363	12.907	12.063	3.6893	3.7612	6.4469	19.27	3.1699	35.208	30.173	10.761	6.8418	8.8899
ZMAT4	0	0	0	0.36102	0	0.10476	4.8401	0	0	0	4.3069	0	0.9486	19.521
ZMAT5	45.093	43.75	47.947	45.38	36.538	44.998	67.951	173.45	103.72	188.26	178.38	77.043	104.39	231.08
ZMIZ1	2.3029	17.731	4.3218	3.3667	7.5565	19.403	13.566	9.7255	29.386	22.964	27.601	11.097	33.956	35.01
ZMIZ1-AS1	0	0	3.992	0.13723	0	0.96581	1.37	0	0	43.25	1.427	0	8.3146	7.6281
ZMIZ2	15.436	6.281	14.455	8.0657	8.0319	7.9433	12.794	60.604	15.164	54.174	31.84	11.42	19.881	53.024
ZMPSTE24	34.854	20.441	33.742	42.446	19.048	23.879	19.688	122.82	27.263	124.75	148.71	32.483	49.825	63.875
ZMYM1	1.4542	3.2124	3.2525	7.7431	8.0119	4.7723	8.5915	8.212	9.0861	19.799	43.494	26.572	25.907	35.82
ZMYM2	20.529	14.379	15.197	24.026	21.391	9.0946	18.559	36.619	16.993	37.81	53.85	55.853	17.328	42.888
ZMYM3	1.5848	17.029	6.7456	10.412	2.431	8.3463	1.3617	4.9737	43.567	54.088	63.744	8.0628	28.241	6.7091
ZMYM4	0.91191	0.5775	4.0632	7.9725	2.5855	2.7522	8.8602	6.9919	1.1861	14.185	40.674	4.4731	10.075	45.993
ZMYM5	61.474	4.9925	53.417	64.922	45.173	10.507	91.699	144.83	7.4117	144.79	148.83	67.926	35.714	226.25
ZMYM6	37.906	0.96125	11.435	14.567	11.448	10.035	4.9524	109.98	1.7225	35.431	55.783	19.904	25.698	18.45
ZMYM6NB	85.096	30.957	77.551	134.09	103.36	85.656	117.24	285	76.46	291.59	346.24	101.83	136.53	352.67
ZMYND10	0	0	0	0.098563	0	0	0.40838	0	0	0	1.4369	0	0	2.2737
ZMYND11	13.681	1.1763	19.851	27.257	26.292	3.1145	14.687	44.937	3.3269	77.17	132.58	46.362	12.098	41.376
ZMYND12	0	0	0.11321	2.7575	0	0	0	0	0	1.4542	48.784	0	0	0
ZMYND15	0	0	0.3534	0.030279	0	3.941	0	0	0	4.5395	0.62295	0	14.882	0
ZMYND19	0.27806	2.8837	0.13563	3.7168	1.6154	2.8336	0	1.5872	8.1563	1.2437	35.038	5.3577	18.398	0
ZMYND8	34.255	14.32	23.124	22.149	12.32	7.0644	28.03	86.048	15.532	77.68	85.955	36.152	14.957	75.834
ZNF10	3.8145	0	1.9635	3.0077	13.642	1.1603	0	29.226	0	12.795	37.383	45.244	7.3965	0
ZNF100	10.602	5.545	8.4451	24.209	23.719	5.8884	14.218	32.81	14.158	21.919	84.38	46.971	17.065	26.395
ZNF101	65.978	3.7637	57.294	64.173	40.44	12.081	74.515	238.73	10.034	254.63	191.97	134.12	64.851	240.51
ZNF107	32.97	4.4285	5.5966	16.979	1.0264	1.7999	1.871	105.9	12.526	21.408	76.305	3.4042	8.8677	4.9161
ZNF114	9.1964	5.1801	16.009	13.513	5.8437	4.1112	13.178	10.918	12.728	75.356	16.883	9.3099	6.5157	17.903
ZNF117	5.8128	1.525	7.0357	5.9155	0.58184	2.4072	3.5975	25.207	2.2082	23.281	26.182	1.9298	7.0079	7.3096
ZNF12	2.4684	0	7.0173	12.69	6.0428	1.7693	0.14742	14.925	0	47.044	95.464	20.042	11.499	0.67898
ZNF121	0	0	6.9636	28.965	20.639	3.6424	24.687	0	0	46.978	168.33	50.028	23.474	137.45
ZNF124	44.083	14.135	30.35	38.598	34.94	18.156	18.812	154.67	18.698	106.25	154.25	45.119	50.335	30.687
ZNF131	17.243	22.954	17.528	19.758	38.844	6.5319	47.253	86.613	62.187	72.387	81.882	82.799	27.656	170.65
ZNF132	0.045322	12.315	4.4563	2.3721	0	0.51876	0	0.35687	28.425	57.242	27.575	0	4.6976	0
ZNF133	33.101	0	7.2669	11.062	29.842	0.27305	0	223.32	0	66.371	78.596	88.168	2.4503	0
ZNF134	30.804	0	27.435	25.22	0	3.782	49.879	172.69	0	143.71	128.38	0	21.48	188.63
ZNF135	24.391	0.12	2.5446	3.5723	2.5436	1.6165	3.8378	83.132	0.33941	18.071	24.821	8.4363	10.284	20.144
ZNF136	1.9894	11.723	23.4	36.72	0.69727	7.5639	30.372	11.314	32.358	126.36	152.16	2.3126	48.74	117.1
ZNF137P	4.4378	0.3325	1.0106	2.1585	0	0.88217	1.3181	18.527	0.94045	3.8651	15.872	0	4.829	4.2278
ZNF138	27.246	4.4336	19.518	19.836	0	7.3011	3.3233	165.92	12.54	127.19	99.632	0	26.496	16.413
ZNF14	24.482	0.185	21.753	28.448	42.342	0.20317	7.7352	98.535	0.52325	148.27	173.83	101.48	0.59438	38.408
ZNF140	25.946	15.697	16.164	18.471	2.7783	14.95	4.3902	100.45	28.877	76.112	90.021	9.2144	54.75	24.444
ZNF141	36.313	22.928	34.83	31.225	20.383	9.2698	4.3779	161.35	59.32	146.94	171.87	45.681	48.078	13.023
ZNF142	4.345	0.61127	3.588	14.023	0	5.9074	11.886	18.431	1.7289	16.808	53.034	0	20.782	50.828
ZNF143	74.125	7.3896	57.962	36.532	17.332	7.3823	49.773	278.5	20.105	180.59	152.16	53.072	28.885	172.85
ZNF146	36.645	53.322	38.917	60.425	9.1364	24.233	79.184	115.1	73.156	143.34	166.99	21.374	71.705	147.18
ZNF148	13.684	4.2674	12.281	14.877	26.923	6.3336	25.415	45.699	6.7445	40.355	43.382	34.332	17.7	55.166
ZNF154	3.4727	0	8.9298	1.275	0	0.26241	33.015	24.243	0	69.743	20.067	0	2.211	133.71
ZNF155	12.704	0	8.8793	10.203	11.534	0.8232	0	100.03	0	78.404	118.07	37.646	7.1385	0
ZNF157	0	0	6.1941	0.58049	0	0.0037802	0.15968	0	0	77.913	12.83	0	0.034231	0.88906
ZNF16	0	16.89	4.3482	8.5257	26.922	8.7478	0	0	47.293	39.016	83.073	89.29	44.651	0
ZNF160	19.082	6.2999	21.968	36.95	34.993	9.809	46.773	72.331	6.6051	55.049	121.83	90.682	21.236	116.09
ZNF165	5.8406	0	6.1684	3.3048	0	1.3638	0	41.893	0	41.062	42.217	0	12.232	0
ZNF169	3.5032	0	0.26964	8.5103	0	1.1116	0	27.455	0	3.3406	70.871	0	10.066	0
ZNF17	40.823	0	6.4637	18.765	0	0.4315	0	314.13	0	44.581	145.46	0	3.9074	0
ZNF174	14.925	0	23.118	16.571	0	10.525	0	67.723	0	115.68	94.66	0	42.461	0
ZNF175	3.8697	0	0.29619	2.5155	0.68635	0.31645	0.39259	24.844	0	2.1547	24.902	2.2764	2.0114	1.2526
ZNF177	1.4452	13.424	1.3354	3.6829	0	0.021463	0.062582	9.6733	22.226	15.652	38.972	0	0.14609	0.24312
ZNF18	6.7717	22.957	21.277	14.695	10.601	4.861	2.0584	34.094	45.691	102.09	70.093	35.159	28.467	11.461
ZNF180	0.23595	0	1.8888	14.828	0	0.82365	0.14484	1.8578	0	15.71	91.124	0	7.4585	0.80646
ZNF181	24.342	4.6361	13.442	11.284	7.4866	8.6047	0.39487	128.83	13.113	106.67	90.793	12.576	30.348	2.1986
ZNF182	16.542	0	7.2025	12.695	0.58819	4.7926	14.713	90.369	0	46.186	88.99	1.7343	25.367	81.648
ZNF184	26.668	19.926	18.904	19.12	4.1507	1.0045	31.807	208.21	52.568	120.16	111.99	13.766	5.8039	124.45
ZNF185	2.2092	0	0.22813	3.2972	0	15.769	1.2213	17.395	0	1.4648	42.623	0	50.957	6.2125
ZNF189	11.346	0.68125	6.8444	4.4971	3.9909	5.0463	0.48487	53.431	1.4414	41.555	43.245	8.0154	37.967	2.6996
ZNF19	4.0333	0	2.9604	0.57725	0	0.029268	7.6506	31.758	0	22.947	12.184	0	0.26503	42.597
ZNF195	25.215	2.3137	20.64	37.997	1.5555	9.8174	21.608	83.296	3.9631	84.975	134.82	3.4858	25.491	67.991
ZNF197	5.0227	5.6762	13.296	13.928	6.3337	2.8046	4.6423	26.377	11.076	78.461	64.718	12.443	10.397	19.593
ZNF2	25.208	6.9089	13.235	16.724	1.4691	2.3154	5.2388	115.3	18.553	53.548	79.717	2.5696	7.0411	6.9059
ZNF20	0	0	2.1573	4.0126	0	8.2873	0	0	0	26.755	45.843	0	43.24	0
ZNF200	14.08	3.9699	15.135	19.08	0.35728	6.2191	19.32	99.339	11.229	78.005	101.88	1.185	24.704	75.1
ZNF202	8.5941	7.6809	11.923	8.6466	17.889	0.012073	8.5514	50.436	18.991	67.445	55.097	40.984	0.10932	47.612
ZNF204P	2.0346	0.46124	2.3331	3.5872	16.173	1.3251	2.9159	4.473	1.0697	4.6232	26.69	51.407	3.936	5.3198
ZNF205	0	1.8538	0.61041	0.060898	18.54	2.5762	0	0	5.2435	7.8408	0.65959	61.491	13.576	0
ZNF205-AS1	9.2963	0.16	10.296	15.42	2.0173	3.9101	11.131	12.894	0.45255	17.748	50.155	6.6905	5.7806	15.221
ZNF207	154.84	183.82	227.22	212.07	174.71	122.91	283.45	262.85	165.76	402.56	366.56	191.67	165.28	559.48
ZNF208	2.6639	0.2775	2.3784	1.7573	1.2046	0.41451	0.79163	10.89	0.72996	11.165	10.349	2.1478	0.84125	1.7949
ZNF211	19.163	0	55.106	30.823	4.59	2.8322	23.455	80.396	0	236.1	158.07	13.535	17.95	91.411
ZNF212	10.022	2.6388	9.6561	17.943	0	6.6179	0	49.732	7.4636	54.908	96.766	0	41.729	0
ZNF213	3.5735	0	1.9168	1.3449	4.6185	2.8148	0	28.138	0	17.794	13.316	15.318	14.025	0
ZNF214	0	0	0.033394	0.040068	0	0	0	0	0	0.42896	0.92829	0	0	0
ZNF215	13.319	0	0.47614	0.064675	2.0019	0.21658	0.25582	54.899	0	6.1162	0.77279	6.6395	1.9612	1.4243
ZNF217	38.228	3.3937	20.062	41.541	21.049	7.2644	28.438	97.975	7.7068	51.589	99.13	30.043	21.843	51.829
ZNF219	0	0.255	5.9458	1.8341	4.3172	4.2592	0	0	0.72126	50.61	23.758	14.319	25.563	0
ZNF22	113.99	22.214	28.094	76.181	22.871	16.864	82.035	259.56	47.665	91.257	231.61	30.417	40.904	194.16
ZNF221	0.24063	0	0.32058	5.2181	6.0554	3.1791	0.04097	1.0901	0	1.6137	71.599	16.935	27.497	0.22811
ZNF222	0.12742	0	10.299	6.2995	0	0.0036586	0.8923	1.0033	0	88.083	54.92	0	0.03313	4.3322
ZNF223	0	0	0.16873	6.9249	9.0917	4.4428	35.975	0	0	1.2499	56.344	22.967	19.822	200.3
ZNF224	34.595	0	14.207	24.733	15.148	2.9087	0	123.63	0	70.805	133.76	34.784	14.269	0
ZNF225	11.407	0	9.2518	8.0906	0	9.8112	0.43034	89.425	0	69.656	65.484	0	58.194	1.7045
ZNF226	100.02	67.43	16.255	46.713	12.041	12.299	63.915	260.74	100.45	82.121	215.32	29.967	64.655	260.36
ZNF227	55.365	11.587	20.501	32.532	24.041	8.0314	0.45258	280.77	32.124	128.03	159.45	54.365	42.528	2.5199
ZNF229	0.19693	0.1225	0.085819	1.4218	0	0.069024	0	0.79794	0.34648	0.43351	23.896	0	0.40424	0
ZNF23	9.9725	20.409	9.9085	11.534	27.343	8.1392	0.034839	60.09	32.731	71.516	80.847	90.688	43.524	0.19398
ZNF230	0.046288	0	8.2645	2.7953	24.885	1.7952	8.6222	0.2627	0	53.941	30.536	63.716	12.137	48.006
ZNF232	2.5113	0	10.202	10.115	3.0219	1.0871	0	19.296	0	102.43	66.849	10.023	5.1258	0
ZNF233	0	0	5.8919	2.8907	0	0	0	0	0	73.536	31.926	0	0	0
ZNF234	19.665	6.3349	11.799	22.495	1.2246	4.9602	12.451	107.77	8.3734	39.405	79.96	3.5547	18.161	35.977
ZNF235	6.809	0	5.5381	10.317	0	0.90914	0.14162	53.614	0	46.404	91.119	0	5.3532	0.7885
ZNF236	13.677	4.6939	6.559	8.1011	13.894	3.3571	19.605	62.884	7.267	30.152	30.518	24.888	11.117	62.019
ZNF239	16.413	9.9399	1.2709	7.9591	0	3.3441	0	129.23	28.114	11.357	82.099	0	21.198	0
ZNF24	31.532	41.945	31.235	38.448	32.897	10.179	32.865	70.561	46.85	67.834	89.719	53.564	28.224	86.343
ZNF248	9.1074	9.2312	6.7454	22.002	7.4655	2.1725	7.1066	32.384	15.509	40.339	98.372	20.422	13.617	27.046
ZNF25	10.465	21.415	8.978	11.248	3.719	2.9963	0.20516	46.993	30.85	77.069	72.899	9.9222	13.166	1.1423
ZNF250	3.8881	6.0178	8.7707	10.711	22.937	2.4833	45.865	7.5587	11.347	28.974	35.969	60.729	8.5318	153.6
ZNF251	18.829	24.933	10.453	8.5414	12.082	1.8183	0.038388	87.044	64.826	80.823	75.487	40.07	12.402	0.21374
ZNF252P	5.9136	4.1251	2.7323	5.3787	1.7173	6.5556	3.9163	21.164	8.9506	7.0574	27.219	2.8587	23.691	10.175
ZNF252P-AS1	1.1125	2.1326	5.567	2.2468	0.072725	0.82207	2.9639	2.5584	4.4921	44.054	3.7315	0.2412	2.1877	8.8208
ZNF253	12.373	26.075	33.773	24.19	0.51818	8.338	56.381	35.818	73.19	194.07	109.04	1.1533	37.298	165.8
ZNF254	18.655	9.316	15.442	11.161	26.525	3.4317	8.6692	75.421	20.025	71.778	55.854	52.771	15.27	41.879
ZNF256	11.727	0	11.991	4.1456	0	3.681	0	92.271	0	96.243	50.036	0	21.983	0
ZNF257	3.719	0	0.88746	3.9704	0.16819	0.11671	1.2852	17.67	0	6.2512	44.985	0.55781	0.66569	4.7616
ZNF259	36.246	15.296	44.997	53.01	41.722	31.403	58.53	127.51	28.067	167.41	183.04	67.576	100.38	172.93
ZNF26	2.1506	3.3024	18.402	22.048	21.291	0.78722	7.1783	16.933	6.182	107.59	110.84	47.382	5.1164	19.276
ZNF260	16.119	5.1237	9.6905	19.701	4.5919	4.6432	29.121	59.046	8.9936	23.225	74.04	5.4954	13.62	117.4
ZNF263	19.058	0.083749	6.8765	13.082	1.1264	3.6753	10.373	87.218	0.23688	49.907	74.215	3.7359	23.426	57.755
ZNF264	20.512	25.831	20.648	24.603	7.2311	8.9304	24.102	41.196	58.75	31.545	32.601	6.4914	9.3454	31.812
ZNF266	55.039	5.6338	33.351	84.048	12.266	3.2063	35.794	151.23	12.638	105.18	222.14	21.488	13.546	85.527
ZNF267	31.001	68.67	69.661	46.966	10.207	58.755	8.1113	142.08	169.6	210	178.42	20.326	133.19	27.204
ZNF268	2.5411	9.7062	13.558	14.081	0	7.6328	0.52291	17.118	24.776	68.833	76.473	0	27.204	2.1179
ZNF271	15.95	16.742	14.132	15.89	9.6036	14.182	19.811	74.863	19.317	67.976	68.08	17.101	42.27	92.28
ZNF273	15.823	2.4013	7.8391	9.6796	2.4056	3.0091	4.681	60.538	3.6779	45.539	48.555	6.1385	8.2007	10.402
ZNF274	29.568	25.043	34.843	26.062	16.88	17.809	40.518	126.79	55.44	171.48	115.9	55.984	84.942	128.38
ZNF275	17.397	34.567	10.334	6.8377	0	0.13439	0	49.036	55.558	39.517	39.849	0	0.88266	0
ZNF276	13.456	31.763	47.678	48.16	29.237	11.043	38.24	46.88	48.314	110.78	129.84	54.03	28.696	97.417
ZNF277	41.32	0.1325	18.667	23.24	0.69182	17.162	26.735	219.31	0.37476	72.804	90.609	2.2945	52.372	74.971
ZNF28	2.1538	2.3562	11.104	10.113	41.543	14.447	0.75905	7.7464	4.1196	86.627	72.181	135.47	51.316	1.6278
ZNF280A	0	0	0.41777	1.0326	0	0	0	0	0	5.3663	24.996	0	0	0
ZNF280B	3.3808	0	1.9089	1.8089	0.18909	3.7575	2.7379	25.083	0	12.711	25.487	0.62714	15.749	14.613
ZNF280C	8.9605	1.955	14.893	12.568	6.5085	5.8588	8.4535	25.277	3.8436	53.094	35.17	7.7809	16.534	12.773
ZNF280D	34.491	53.492	17.957	16.133	33.979	12.555	10.72	109.89	103.74	87.274	77.906	60.574	35.337	28.827
ZNF281	9.2187	13.516	29.18	37.645	19.427	10.351	14.515	45.118	23.81	126.13	130.84	41.319	38.05	70.499
ZNF282	8.4675	7.9535	4.6085	6.9572	13.496	1.1912	0.56356	46.455	13.627	26.035	38.967	40.82	6.7194	2.2043
ZNF283	2.8318	1.37	3.7025	9.1167	0.084542	3.5248	3.7444	7.0378	3.4776	12.5	66.121	0.28039	13.214	7.4308
ZNF284	0.21144	0	3.991	5.5395	0	0	19.985	0.96084	0	36.817	44.119	0	0	110.77
ZNF285	0.27774	0	0.032181	2.5132	0	0.0092685	0	2.1869	0	0.41338	28.261	0	0.083929	0
ZNF286A	18.446	18.551	21.674	17.541	29.954	6.0338	10.098	71.175	32.303	67.117	55.778	59.937	18.233	20.512
ZNF286B	6.0163	2.4	9.826	8.1351	9.3167	2.8357	3.6192	15.521	2.8154	20.173	21.182	16.292	5.6969	6.2841
ZNF287	2.4631	0	4.8054	6.2444	0	0.25476	13.702	17.811	0	30.123	54.483	0	2.3069	76.289
ZNF292	71.963	14.11	48.241	71.405	15.706	14.202	29.746	145.97	21.594	111.39	117.16	16.042	29.108	79.246
ZNF295-AS1	0	0	1.8139	0.025241	0	0	0	0	0	17.891	0.61101	0	0	0
ZNF296	47.252	0	13.841	14.984	0	5.2409	0	142.79	0	89.857	94.056	0	37.247	0
ZNF3	9.38	39.399	21.004	34.725	45.83	1.543	22.271	60.145	69.07	127.16	183.71	60.371	13.722	103.88
ZNF30	0	0	1.4068	11.049	15.271	1.5727	5.5727	0	0	11.158	94.558	34.412	10.518	31.028
ZNF300	0	6.7638	2.5549	1.0578	0	0.29488	0	0	15.182	31.827	22.881	0	2.6703	0
ZNF300P1	0	0	0	0.36808	2.52	0	0	0	0	0	6.1355	8.358	0	0
ZNF302	27.332	58.765	18.214	43.342	20.088	6.5277	17.515	114.24	131.29	106.77	222.38	46.947	25.971	65.42
ZNF304	9.1461	0	7.3339	8.3982	23.324	4.4847	17.44	71.989	0	45.514	52.461	57.138	25.973	97.103
ZNF311	0	3.1586	0.62305	0.83412	130.53	0.39781	0	0	8.9339	6.8355	15.443	432.92	3.1416	0
ZNF317	14.977	9.6346	31.997	29.766	20.049	14.909	38.789	77.359	20.449	117.4	115	54.303	50.47	150.66
ZNF318	14.769	1.9276	0.44783	5.424	2.231	1.5474	13.197	50.11	5.452	3.043	26.271	5.3009	6.9627	61.313
ZNF319	0.86948	39.653	5.3129	10.319	1.4119	7.3126	43.895	5.9232	112.16	40.61	59.386	4.6826	36.17	125.03
ZNF32	23.523	75.435	79.736	43.335	76.572	34.973	103.76	129.8	112.25	281.52	191.15	113.71	86.67	256.3
ZNF32-AS1	1.6613	0	1.4307	1.4626	0	0.82843	0	13.081	0	17.086	25.147	0	7.5017	0
ZNF32-AS2	3.0032	0	0.82072	0.85292	0	0	3.6497	16.023	0	9.0648	10.34	0	0	20.321
ZNF32-AS3	0	0	0.094119	0.18128	0	0	0	0	0	1.209	2.576	0	0	0
ZNF320	7.2414	2.3326	6.4927	12.039	25.41	2.9674	6.2882	12.414	3.6905	20.604	47.942	43.637	6.0729	8.7572
ZNF321P	12.661	7.0949	17.879	16.872	8.9192	6.6298	40.961	17.895	6.5345	46.368	30.763	17.394	13.037	132.86
ZNF322	6.1609	8.7835	11.178	14.658	2.7763	6.6398	7.5532	26.886	19.307	65.102	71.422	7.7402	24.687	33.609
ZNF324	10.14	0	42.565	12.536	32.962	7.2914	37.377	79.166	0	175.17	85.587	97.438	36.039	152.81
ZNF324B	0	0	0.45903	1.0665	0	0.36623	0	0	0	4.9966	11.072	0	2.3874	0
ZNF326	19.313	12.604	8.1049	18.565	13.805	13.932	0	56.525	28.94	43.405	72.965	31.583	36.605	0
ZNF329	9.1012	6.1353	14.497	15.861	22.056	3.7854	12.299	11.849	10.016	29.737	46.053	40.053	4.4449	13.189
ZNF330	13.043	32.632	42.048	37.586	128.59	43.698	8.8235	60.129	67.006	152.9	166.2	124.25	115.06	49.127
ZNF331	39.582	18.939	169.69	101.56	46.252	127.96	89.231	167.62	21.9	325.29	253.15	64.446	242.92	229.3
ZNF333	10.445	15.545	10.617	21.759	1.44	9.8768	72.831	30.414	24.847	48.396	85.238	2.9301	25.715	247.93
ZNF334	0.0046771	11.306	0.108	0.58957	15.16	1.4757	6.8497	0.036828	31.977	0.92904	12.916	50.279	8.1332	37.306
ZNF335	9.0609	1.3125	27.482	23.135	4.9473	12.057	4.6953	32.997	2.813	96.426	70.896	10.054	35.479	26.143
ZNF337	33.969	6.1989	2.5645	27.815	7.0345	2.6978	101.6	166.98	17.533	14.936	150.69	18.013	14.162	281.82
ZNF33A	45.221	13.642	22.981	19.031	37.94	14.712	34.744	111.95	25.595	104.86	69.664	76.955	40.909	160.97
ZNF33B	8.8539	0.78625	9.7096	9.0824	10.207	3.7978	24.125	41.079	2.0632	36.614	45.414	23.446	11.825	92.997
ZNF33BP1	1.4078	0	0	0.27988	0	0	0	11.085	0	0	4.813	0	0	0
ZNF34	26.016	3.1601	11.389	29.055	0.6	10.085	0.3255	194.56	8.9381	87.389	277.19	1.99	69.954	1.8123
ZNF341	0	0	1.5778	4.1041	0	0.3572	20.553	0	0	17.869	31.844	0	3.2346	114.44
ZNF343	8.1155	0	0.71031	8.8227	80.7	4.7494	1.3046	59.352	0	5.4384	75.896	212.79	25.628	6.5638
ZNF345	13.399	6.9973	12.93	9.7419	0.97184	0.95353	17.57	69.273	13.889	64.022	57.265	2.2726	2.0274	57.771
ZNF346	17.478	10.273	17.651	25.663	72.807	3.7431	43.685	86.387	20.728	76.261	103.77	223.77	22.63	142.36
ZNF347	8.1625	3.4938	11.325	10.573	2.9527	2.9497	19.754	32.092	5.7573	43.274	37.47	5.8587	6.1618	72.67
ZNF35	19.79	0	10.222	7.4442	11.852	4.2196	4.0264	155.83	0	94.104	68.948	21.446	18.102	21.195
ZNF350	2.9372	7.1939	34.214	21.57	22.975	11.207	20.878	19.306	20.347	169.89	138.34	67.875	58.35	73.78
ZNF354A	0.014193	0	13.952	14.364	0	7.822	2.9431	0.11175	0	108.51	104.26	0	38.776	16.386
ZNF354B	1.392	0	0.41952	5.4103	14.54	0.088902	0	7.3601	0	3.4868	36.073	35.704	0.56912	0
ZNF354C	4.6588	0	5.0637	3.5803	0	0.62316	12.058	36.684	0	43.582	29.36	0	3.972	67.135
ZNF358	0	21.428	0.20256	0.93419	8.7738	2.0964	12.554	0	51.831	2.6019	11.944	29.099	7.3079	65.623
ZNF362	12.009	18.743	8.9501	11.08	7.9454	8.5635	7.6875	55.009	26.176	51.866	48.542	18.087	24.192	32.019
ZNF365	0.13661	0.1375	5.2716	1.4211	0.78	0.48379	12.677	0.88775	0.38891	28.543	24.22	2.587	3.3596	69.846
